node	label
1254	1
1256	1
1257	1
1259	1
1261	0
1265	0
1269	2
1270	1
1276	1
1277	3
1279	3
1281	3
1285	0
1293	2
1294	3
1295	3
1297	1
1298	3
1299	3
1304	0
1305	2
1310	3
1318	3
1337	0
1339	0
1340	3
1341	1
1344	3
1347	3
1348	3
1350	3
1351	3
1352	3
1353	3
1357	3
1358	3
1361	3
1362	3
1364	3
1367	3
1372	3
1374	3
1376	3
1378	3
1381	3
1383	3
1387	2
1388	3
1389	3
1396	2
1400	3
1401	0
1403	0
1405	3
1412	0
1413	0
1415	0
1417	0
1418	0
1420	3
1421	0
1425	2
1434	0
1435	0
1440	3
1445	0
1447	0
1455	0
1464	0
1465	1
1467	1
1472	0
1474	0
1478	0
1479	1
1482	3
1485	1
1489	3
1490	3
1494	2
1497	3
1499	3
1501	2
1505	0
1506	3
1507	2
1513	3
1516	1
1518	3
1519	2
1520	2
1524	3
1529	3
1530	3
1531	2
1532	3
1534	3
1542	1
1548	2
1549	3
1552	1
1560	2
1561	2
1565	2
1574	1
1577	0
1580	0
1585	0
1589	0
1590	0
1593	0
1594	0
1595	2
1600	3
1603	0
1607	0
1610	0
1615	0
1619	0
1620	0
1623	0
1624	2
1631	1
1632	0
1635	0
1637	0
1640	3
1642	3
1643	0
1645	0
1646	1
1650	3
1652	3
1659	0
1661	0
1663	0
1665	0
1666	2
1672	3
1680	1
1684	0
1685	0
1697	0
1698	1
1705	0
1707	2
1709	3
1712	1
1713	1
1716	1
1721	3
1723	2
1730	3
1733	0
1738	0
1740	0
1744	3
1748	0
1750	3
1751	0
1752	1
1758	0
1764	1
1765	0
1766	1
1769	0
1772	3
1774	1
1780	0
1782	0
1793	0
1797	0
1811	3
1812	3
1814	3
1816	2
1820	0
1822	1
1823	0
1827	0
1828	2
1830	0
1835	2
1837	2
1841	0
1844	2
1850	1
1854	0
1856	1
1859	1
1873	3
1874	3
1876	0
1877	0
1880	1
1882	0
1883	0
1887	0
1889	3
1906	2
1912	2
1914	3
1915	1
1924	1
1928	1
1931	1
1932	1
1937	1
1938	0
1945	0
1947	0
1951	1
1952	1
1953	1
1958	1
1959	3
1960	1
1962	0
1964	0
1965	0
1968	1
1969	0
1972	0
1976	3
1977	3
1979	0
1982	1
1986	0
1992	3
1996	3
1999	0
2002	0
2005	0
2007	1
2008	0
2015	3
2022	1
2031	3
2034	0
2040	3
2051	1
2056	0
2065	2
2071	3
2109	2
2110	2
2124	2
2132	1
2145	2
2146	2
2150	1
2168	2
2178	1
2188	2
2241	2
2242	1
2245	0
2247	0
2250	0
2254	0
2262	1
2267	1
2272	0
2275	3
2282	1
2284	2
2288	3
2290	0
2293	2
2295	1
2298	2
2302	0
2303	1
2306	1
2317	2
2320	0
2321	2
2324	3
2326	1
2327	1
2329	0
2330	0
2331	0
2334	0
2335	0
2339	0
2340	0
2344	0
2345	3
2346	1
2347	1
2348	0
2354	0
2355	0
2362	3
2365	0
2366	0
2371	0
2373	1
2374	1
2378	0
2385	0
2386	0
2397	0
2399	0
2400	0
2404	0
2405	0
2419	3
2420	0
2423	1
2430	1
2437	0
2442	1
2447	1
2448	3
2449	2
2450	2
2454	2
2458	1
2462	2
2463	2
2464	2
2467	2
2468	2
2471	1
2476	2
2477	2
2481	2
2484	2
2485	1
2487	2
2490	0
2494	0
2495	0
2496	0
2503	2
2505	0
2509	1
2514	1
2518	0
2521	1
2523	1
2528	2
2532	2
2537	1
2539	1
2543	3
2546	3
2548	0
2549	2
2550	0
2555	0
2556	0
2558	0
2560	0
2561	0
2563	0
2566	0
2573	1
2583	0
2584	0
2585	2
2586	0
2589	2
2599	2
2603	0
2606	0
2607	0
2608	0
2614	0
2615	3
2618	0
2623	0
2624	0
2627	0
2631	0
2635	0
2636	0
2639	0
2641	0
2642	0
2643	1
2644	2
2645	2
2649	2
2652	0
2653	2
2657	2
2661	2
2663	2
2665	0
2668	2
2672	0
2673	2
2679	2
2682	2
2684	2
2689	2
2691	3
2699	1
2702	2
2709	2
2713	1
2714	2
2719	3
2720	2
2724	0
2725	2
2728	3
2731	2
2735	2
2739	2
2751	0
2752	2
2756	2
2761	1
2765	0
2766	2
2770	2
2771	2
2779	1
2788	2
2790	2
2791	2
2798	0
2803	0
2805	0
2806	3
2808	0
2813	3
2816	1
2821	2
2822	2
2823	3
2827	2
2828	2
2831	2
2832	3
2834	2
2841	2
2842	3
2845	0
2847	0
2848	0
2851	2
2852	0
2854	2
2855	0
2856	0
2864	3
2866	2
2873	1
2875	2
2878	2
2879	2
2883	2
2886	3
2889	0
2890	3
2891	3
2894	2
2896	1
2897	2
2901	2
2907	2
2908	2
2909	2
2912	0
2913	2
2915	2
2919	2
2923	2
2924	2
2926	2
2930	2
2933	2
2934	2
2936	2
2937	0
2939	2
2941	2
2944	3
2954	2
2957	3
2961	0
2962	0
2969	0
2970	0
2971	3
2975	3
2978	2
2982	2
2984	0
2985	2
2989	0
2998	1
3000	2
3005	2
3010	3
3011	2
3012	3
3014	3
3017	0
3018	0
3026	1
3030	2
3041	0
3042	0
3045	3
3046	2
3047	2
3051	2
3055	2
3061	2
3063	2
3064	0
3068	2
3073	2
3074	2
3076	2
3080	2
3085	2
3086	3
3088	3
3091	0
3104	2
3105	2
3107	3
3112	2
3118	2
3125	2
3128	2
3129	2
3135	2
3136	2
3138	2
3139	0
3140	3
3143	2
3144	2
3145	2
3146	3
3147	0
3149	2
3150	3
3156	2
3159	2
3160	3
3161	2
3162	1
3166	2
3167	1
3170	2
3172	2
3173	2
3175	2
3177	2
3178	1
3179	1
3181	2
3189	2
3196	0
3198	3
3205	2
3207	2
3208	2
3209	2
3211	2
3216	2
3217	2
3218	2
3221	2
3222	2
3227	0
3231	2
3235	2
3237	3
3239	2
3244	2
3250	2
3251	1
3260	2
3261	2
3267	2
3269	2
3270	1
3274	2
3279	2
3282	1
3287	1
3293	2
3295	1
3296	1
3301	2
3302	2
3306	1
3308	1
3309	3
3310	1
3314	2
3316	2
3318	2
3320	3
3325	0
3326	2
3327	2
3333	2
3337	2
3338	0
3339	2
3341	2
3343	2
3352	2
3353	2
3359	2
3364	2
3365	2
3366	2
3369	1
3374	2
3377	2
3378	2
3379	2
3380	2
3383	3
3384	2
3391	2
3392	0
3394	2
3397	2
3398	3
3401	2
3402	3
3404	0
3408	2
3409	2
3415	2
3416	2
3417	0
3418	1
3421	3
3422	1
3423	1
3435	1
3439	2
3450	1
3451	2
3454	2
3455	1
3457	2
3464	3
3468	2
3469	2
3476	0
3478	2
3480	2
3485	3
3494	2
3499	2
3508	3
3511	2
3515	3
3518	2
3520	0
3521	2
3526	1
3528	2
3529	2
3533	2
3534	2
3544	2
3549	3
3553	1
3556	2
3557	2
3563	1
3564	1
3570	1
3578	2
3580	2
3582	2
3588	2
3589	2
3592	3
3593	0
3594	2
3595	2
3606	0
3607	2
3608	2
3616	2
3617	1
3627	3
3628	1
3629	2
3631	1
3632	3
3635	2
3637	2
3638	3
3642	3
3643	2
3655	1
3665	0
3673	2
3676	2
3678	2
3679	2
3680	2
3686	2
3694	0
3703	0
3705	2
3706	2
3709	2
3711	1
3714	2
3720	2
3726	2
3728	2
3732	2
3734	2
3736	2
3739	1
3740	1
3742	2
3746	2
3751	1
3753	2
3755	3
3756	3
3758	0
3759	1
3765	2
3767	2
3770	2
3776	2
3777	2
3784	3
3786	2
3791	2
3793	2
3795	2
3796	2
3798	2
3802	2
3803	2
3817	3
3822	2
3823	2
3824	2
3825	0
3830	2
3831	2
3834	1
3836	2
3839	2
3844	2
3845	2
3849	1
3851	2
3852	2
3854	2
3858	2
3862	2
3863	2
3869	3
3872	3
3875	2
3877	2
3879	2
3881	2
3883	2
3887	2
3890	2
3891	2
3894	2
3898	2
3901	2
3903	2
3913	2
3915	2
3916	1
3917	2
3919	2
3921	2
3923	2
3931	2
3932	2
3934	2
3938	2
3942	2
3943	2
3951	0
3956	0
3957	3
3962	2
3972	2
3973	2
3979	2
3983	2
3984	3
3987	2
3990	2
3995	0
3999	2
4003	2
4005	2
4007	2
4008	2
4009	2
4010	2
4014	3
4016	2
4020	2
4024	2
4025	1
4026	2
4027	2
4028	2
4029	2
4038	2
4048	2
4050	2
4051	2
4053	1
4060	2
4067	2
4070	2
4079	2
4080	2
4086	2
4088	0
4094	2
4099	2
4101	2
4106	1
4108	2
4110	3
4115	3
4117	2
4120	2
4125	2
4130	1
4132	2
4135	2
4136	2
4139	3
4140	3
4142	1
4152	3
4161	3
4171	3
4176	3
4178	3
4182	3
4186	3
4187	3
4188	3
4194	1
4203	3
4205	3
4210	3
4223	3
4228	3
4235	3
4236	3
4240	3
4241	3
4245	2
4247	1
4252	1
4253	1
4257	2
4260	2
4263	2
4265	2
4269	3
4270	1
4273	0
4278	2
4281	2
4282	1
4286	2
4287	2
4289	2
4291	2
4292	2
4296	2
4299	3
4301	3
4303	2
4307	1
4312	2
4313	2
4328	2
4329	2
4334	1
4337	2
4338	2
4339	2
4340	2
4341	2
4343	2
4347	2
4350	1
4354	3
4360	2
4361	2
4368	1
4373	1
4382	2
4385	1
4398	2
4404	1
4407	2
4420	2
4438	1
4440	1
4446	2
4452	1
4457	2
4458	2
4459	2
4463	0
4464	1
4468	2
4469	2
4471	2
4473	2
4476	2
4478	2
4482	2
4485	3
4486	3
4488	2
4492	0
4493	2
4494	3
4495	2
4502	2
4504	2
4506	2
4507	2
4510	2
4512	2
4515	2
4521	2
4522	2
4530	1
4531	2
4533	3
4534	2
4535	2
4538	3
4539	3
4541	2
4543	3
4544	0
4548	2
4553	1
4555	1
4558	2
4559	2
4560	2
4561	2
4573	1
4574	0
4576	0
4577	0
4584	0
4586	0
4596	2
4599	0
4611	0
4614	0
4618	0
4633	0
4634	0
4636	0
4642	1
4645	0
4648	1
4654	0
4657	0
4659	1
4662	0
4663	3
4682	2
4683	0
4688	3
4691	3
4692	0
4700	0
4704	2
4707	0
4711	2
4714	1
4720	1
4730	0
4738	2
4741	0
4742	0
4747	3
4750	3
4755	1
4756	2
4757	0
4763	0
4765	0
4766	0
4767	2
4777	2
4782	2
4787	1
4788	1
4796	0
4797	2
4801	3
4803	0
4807	0
4808	1
4814	0
4815	2
4817	2
4819	1
4824	2
4834	3
4836	2
4839	2
4844	0
4850	0
4853	1
4862	2
4869	2
4870	2
4871	2
4873	2
4877	2
4887	0
4888	2
4901	2
4902	2
4903	0
4905	2
4907	2
4910	2
4913	2
4915	1
4916	2
4918	2
4920	3
4922	2
4926	2
4927	2
4928	2
4932	1
4933	2
4940	0
4942	2
4947	2
4952	2
4955	1
4957	2
4965	2
4966	2
4968	2
4969	3
4974	3
4977	2
4979	0
4980	0
4986	1
4987	2
4988	2
4990	2
4993	2
4994	1
4995	0
4996	0
4998	2
4999	2
5000	2
5002	0
5004	0
5011	0
5012	0
5013	2
5014	2
5016	2
5020	2
5022	2
5029	2
5031	2
5032	1
5041	3
5042	0
5051	2
5056	2
5062	2
5069	3
5072	2
5078	1
5080	2
5088	3
5095	3
5097	3
5098	2
5103	3
5104	1
5106	3
5107	3
5108	2
5113	2
5117	2
5119	2
5126	3
5127	2
5129	2
5131	2
5137	2
5139	3
5141	2
5147	2
5152	2
5160	2
5161	1
5162	2
5169	2
5175	0
5176	0
5178	2
5184	3
5193	2
5199	2
5202	1
5205	2
5210	2
5213	1
5217	2
5218	2
5220	2
5228	2
5233	1
5236	3
5238	3
5240	2
5242	2
5244	3
5247	2
5251	2
5253	2
5254	2
5255	2
5261	2
5262	2
5266	2
5270	2
5272	2
5280	2
5281	2
5283	2
5285	2
5288	0
5296	2
5298	2
5305	2
5308	3
5312	3
5314	2
5316	2
5319	1
5321	2
5323	2
5325	1
5329	0
5330	2
5338	2
5339	2
5341	2
5342	3
5343	2
5344	2
5346	2
5349	2
5354	2
5358	2
5361	2
5362	2
5365	2
5368	2
5370	2
5373	2
5376	2
5377	2
5378	3
5381	2
5384	2
5388	2
5391	3
5393	2
5405	2
5410	0
5415	2
5420	3
5425	3
5431	2
5439	1
5440	2
5444	2
5445	2
5448	2
5449	2
5452	2
5455	2
5461	2
5463	2
5467	2
5481	3
5484	2
5485	2
5486	2
5488	2
5490	2
5493	1
5496	1
5497	2
5502	3
5507	1
5509	2
5511	3
5515	2
5519	3
5522	2
5524	2
5526	2
5529	3
5534	2
5535	3
5537	2
5539	2
5544	0
5551	2
5557	2
5565	2
5567	1
5569	2
5570	2
5573	2
5574	2
5575	2
5576	2
5577	2
5580	2
5584	2
5586	2
5589	2
5590	2
5594	0
5595	2
5602	2
5607	2
5609	2
5611	2
5612	2
5625	2
5632	3
5637	2
5639	2
5640	2
5656	2
5660	2
5662	2
5668	2
5671	2
5675	2
5678	2
5679	2
5682	2
5683	2
5686	2
5693	2
5697	2
5701	1
5703	0
5705	2
5712	2
5715	2
5718	2
5722	1
5724	2
5727	1
5732	1
5733	1
5734	2
5739	2
5740	2
5741	2
5745	2
5746	2
5747	2
5751	2
5753	2
5754	0
5757	3
5762	2
5769	2
5770	2
5775	2
5776	3
5777	1
5778	2
5781	2
5782	1
5785	2
5788	2
5795	2
5796	0
5797	1
5808	2
5810	2
5820	2
5821	2
5824	0
5825	0
5832	3
5835	2
5838	2
5839	3
5850	2
5854	2
5856	2
5857	0
5859	2
5860	1
5861	1
5862	1
5866	2
5867	2
5869	1
5870	1
5872	2
5877	0
5881	2
5884	0
5886	2
5891	3
5892	2
5894	2
5897	2
5900	2
5901	2
5905	1
5910	2
5912	1
5914	1
5915	2
5919	2
5924	2
5930	2
5933	1
5938	1
5945	2
5947	0
5950	0
5952	0
5953	2
5954	1
5957	2
5961	2
5963	2
5968	0
5971	0
5977	2
5984	2
5987	2
5989	0
5991	2
5997	0
5998	2
6003	2
6004	3
6008	2
6013	2
6018	0
6019	0
6021	0
6024	1
6026	1
6027	2
6030	2
6031	3
6032	3
6034	2
6052	2
6061	0
6063	3
6064	1
6069	1
6070	2
6075	2
6079	2
6081	2
6083	2
6088	2
6096	2
6098	2
6103	2
6104	2
6109	2
6115	2
6121	2
6124	2
6133	2
6134	2
6136	2
6138	2
6141	2
6149	2
6160	2
6163	2
6165	1
6167	2
6174	2
6176	1
6179	2
6180	2
6188	1
6190	3
6191	3
6193	2
6198	3
6206	2
6215	0
6223	0
6225	2
6230	2
6231	2
6232	2
6238	3
6242	2
6243	0
6248	0
6258	1
6261	2
6262	2
6265	2
6267	2
6270	2
6278	2
6280	2
6281	2
6284	2
6288	3
6289	2
6291	2
6302	3
6313	2
6319	3
6321	2
6328	2
6333	2
6335	2
6343	2
6346	1
6348	2
6354	2
6358	3
6362	2
6370	2
6376	2
6380	2
6384	3
6385	2
6387	2
6390	2
6393	2
6396	2
6400	3
6404	2
6405	2
6426	2
6428	2
6432	2
6437	2
6438	2
6439	2
6440	2
6441	2
6451	2
6458	2
6462	3
6473	2
6476	1
6482	0
6483	2
6488	2
6491	2
6493	2
6494	3
6499	2
6503	2
6507	2
6510	2
6512	2
6537	3
6546	2
6553	2
6562	1
6567	2
6579	3
6580	3
6581	3
6584	1
6592	3
6594	3
6598	2
6600	2
6601	2
6620	3
6624	2
6629	3
6631	0
6633	2
6636	2
6644	2
6659	3
6662	0
6666	0
6696	3
6701	3
6702	2
6711	0
6715	0
6720	3
6722	2
6723	2
6728	3
6736	0
6737	1
6752	1
6759	2
6761	3
6765	2
6766	3
6770	3
6771	0
6783	2
6785	0
6786	0
6790	0
6798	0
6799	0
6800	0
6804	1
6806	0
6808	0
6811	1
6816	2
6819	0
6821	2
6822	2
6826	0
6827	1
6829	0
6830	1
6831	0
6832	1
6837	0
6838	3
6840	2
6844	3
6848	2
6849	2
6851	1
6856	1
6857	1
6867	1
6871	0
6873	0
6876	2
6877	1
6878	0
6885	3
6888	0
6890	0
6891	0
6900	3
6904	3
6905	3
6910	1
6914	3
6915	2
6918	1
6922	1
6927	2
6930	0
6933	2
6940	1
6947	0
6949	3
6958	2
6970	0
6974	2
6978	3
6979	3
6980	3
6984	3
6986	3
6987	1
6988	0
6991	1
6995	1
7000	0
7003	3
7006	3
7007	3
7014	3
7016	2
7018	1
7019	3
7023	3
7025	0
7030	3
7035	3
7038	2
7044	1
7049	0
7052	3
7055	3
7061	3
7065	3
7071	2
7072	0
7077	0
7087	0
7089	1
7093	3
7095	1
7101	2
7105	1
7108	0
7110	0
7117	0
7118	0
7122	2
7130	0
7133	3
7137	2
7143	2
7147	3
7149	3
7150	2
7151	3
7152	3
7153	1
7159	1
7160	0
7165	0
7167	1
7168	0
7174	0
7179	0
7182	1
7189	0
7194	0
7196	0
7208	0
7211	0
7227	0
7235	0
7248	2
7258	1
7260	0
7268	0
7272	0
7281	0
7292	0
7293	0
7301	0
7305	0
7306	0
7315	1
7317	0
7323	0
7324	0
7325	0
7327	0
7329	0
7337	0
7347	0
7350	0
7365	0
7369	0
7371	0
7372	0
7374	0
7381	0
7397	1
7409	0
7411	1
7412	0
7417	3
7425	0
7426	0
7429	0
7430	0
7433	0
7436	0
7440	1
7445	0
7451	0
7459	0
7460	0
7465	0
7466	0
7470	0
7477	0
7496	0
7500	3
7502	0
7505	0
7512	1
7513	1
7515	0
7524	0
7525	2
7533	0
7537	1
7541	0
7544	1
7545	0
7547	0
7551	3
7564	1
7566	0
7571	0
7574	0
7584	0
7587	1
7589	0
7591	0
7599	0
7613	0
7615	0
7617	1
7618	0
7619	0
7624	0
7632	0
7634	0
7639	0
7647	1
7648	0
7654	0
7655	3
7659	1
7661	0
7663	0
7664	0
7666	0
7671	0
7676	0
7681	0
7684	1
7702	0
7704	0
7706	0
7707	0
7714	0
7716	1
7717	1
7719	1
7722	0
7724	0
7737	1
7738	1
7744	0
7745	0
7746	1
7751	0
7752	0
7753	0
7757	0
7759	0
7760	3
7768	0
7770	0
7774	0
7778	0
7795	1
7809	3
7810	0
7814	1
7817	0
7832	1
7833	1
7837	1
7842	1
7844	1
7847	1
7854	1
7856	1
7861	1
7862	1
7868	1
7869	1
7870	1
7872	1
7876	1
7884	2
7886	1
7891	1
7892	1
7894	1
7897	1
7898	1
7902	1
7904	1
7905	1
7907	1
7914	1
7917	3
7919	1
7924	1
7941	1
7943	1
7944	3
7945	1
7950	1
7966	1
7971	1
7972	1
7979	3
7981	1
7982	1
7985	1
7991	1
7993	1
7996	1
8001	1
8015	3
8017	1
8025	1
8027	1
8028	1
8035	3
8037	1
8043	1
8052	1
8055	2
8069	1
8074	3
8075	0
8077	3
8080	3
8083	3
8084	3
8086	2
8087	0
8092	0
8094	3
8102	3
8105	3
8106	3
8107	3
8108	3
8111	1
8113	3
8117	3
8119	3
8122	3
8126	2
8128	0
8131	3
8132	3
8135	3
8139	3
8140	3
8141	3
8144	3
8148	3
8150	3
8152	1
8157	3
8159	3
8162	3
8163	3
8164	3
8165	2
8166	3
8172	2
8183	2
8184	2
8186	2
8190	3
8191	3
8192	3
8194	3
8195	3
8197	2
8199	2
8201	3
8203	3
8211	3
8212	3
8217	3
8218	3
8221	2
8223	1
8226	3
8227	3
8228	3
8230	3
8231	3
8235	2
8238	3
8246	3
8247	2
8254	2
8260	1
8262	2
8264	3
8269	3
8270	3
8271	2
8273	3
8275	3
8280	2
8283	1
8286	2
8289	3
8298	3
8300	3
8301	1
8304	3
8307	3
8309	3
8311	3
8321	0
8322	2
8328	0
8331	1
8333	3
8337	3
8342	2
8355	3
8357	3
8360	3
8363	0
8365	3
8366	3
8369	3
8370	3
8372	3
8374	3
8379	1
8382	3
8383	0
8385	0
8388	3
8390	3
8391	3
8393	0
8394	0
8399	2
8402	3
8403	3
8428	3
8432	2
8438	1
8440	1
8442	2
8445	2
8452	1
8463	2
8464	3
8466	2
8476	2
8495	3
8500	1
8504	2
8510	2
8511	1
8514	2
8516	3
8518	2
8521	1
8549	1
8567	2
8570	1
8572	0
8575	0
8580	0
8583	0
8587	0
8594	3
8595	3
8597	0
8601	1
8604	0
8605	3
8606	3
8607	0
8610	0
8613	0
8618	3
8620	2
8622	0
8624	0
8626	2
8630	1
8634	1
8636	0
8638	3
8644	1
8651	3
8652	0
8655	3
8656	0
8657	0
8658	0
8661	1
8662	0
8663	0
8664	0
8665	0
8670	2
8673	0
8675	3
8676	2
8680	2
8683	0
8686	2
8691	1
8693	0
8696	3
8703	3
8705	0
8708	0
8709	0
8711	0
8718	2
8722	1
8733	2
8735	1
8737	2
8739	0
8741	1
8742	1
8743	0
8753	1
8760	1
8768	0
8770	3
8772	3
8775	1
8777	0
8780	0
8783	1
8790	1
8792	3
8793	0
8796	0
8799	2
8801	0
8802	0
8803	3
8805	3
8807	2
8811	3
8812	2
8820	3
8821	3
8822	2
8823	0
8827	0
8828	3
8829	2
8831	2
8832	3
8836	2
8837	2
8838	2
8841	1
8846	0
8847	1
8850	3
8854	0
8856	0
8858	1
8863	3
8869	2
8875	2
8877	2
8880	2
8882	2
8886	2
8887	2
8891	2
8892	2
8893	2
8905	2
8908	2
8910	2
8914	2
8915	2
8919	2
8922	2
8924	2
8935	2
8938	2
8946	2
8948	2
8954	2
8957	2
8960	2
8961	2
8963	2
8966	2
8967	2
8970	2
8975	2
8976	2
8977	2
8983	2
8984	2
8987	2
8995	0
8997	2
9007	2
9011	2
9014	1
9017	2
9022	3
9024	2
9034	2
9040	2
9044	2
9047	2
9049	2
9051	2
9055	2
9058	2
9061	2
9062	2
9064	2
9065	2
9069	2
9076	2
9077	2
9078	2
9079	2
9088	2
9091	2
9097	2
9099	2
9101	2
9111	2
9112	2
9119	2
9122	2
9127	2
9129	2
9130	2
9136	2
9140	2
9142	1
9143	2
9144	2
9145	2
9146	2
9147	2
9156	3
9172	2
9184	1
9193	2
9207	1
9208	0
9214	0
9216	1
9221	3
9230	1
9243	3
9244	3
9248	1
9251	0
9252	2
9254	1
9255	1
9256	3
9259	1
9263	1
9265	3
9266	3
9272	1
9273	1
9279	1
9282	1
9286	0
9293	1
9301	3
9303	3
9307	1
9308	0
9315	0
9318	0
9320	0
9321	0
9324	0
9326	0
9328	0
9330	0
9341	0
9344	0
9346	0
9348	0
9351	1
9358	0
9360	0
9362	3
9363	3
9367	0
9369	0
9372	1
9377	0
9383	0
9388	0
9391	3
9392	0
9394	1
9396	0
9398	2
9402	0
9404	3
9406	1
9412	0
9413	1
9415	0
9421	0
9424	0
9426	3
9435	0
9436	1
9438	0
9439	0
9441	0
9445	0
9446	0
9448	0
9449	0
9463	1
9464	0
9465	0
9466	0
9467	0
9469	0
9470	0
9475	1
9479	0
9482	0
9485	0
9493	0
9500	0
9501	0
9508	0
9510	1
9511	0
9513	1
9514	0
9520	0
9524	0
9525	0
9527	0
9534	0
9538	2
9543	0
9545	2
9546	0
9547	0
9549	0
9550	0
9556	1
9559	0
9560	3
9573	0
9579	3
9582	3
9583	3
9586	0
9590	0
9591	0
9594	2
9595	1
9597	0
9598	0
9600	3
9605	1
9610	0
9615	3
9616	3
9618	0
9619	0
9620	0
9621	0
9623	1
9624	0
9625	0
9629	1
9632	0
9636	0
9640	1
9643	0
9647	3
9648	0
9649	0
9652	3
9653	3
9655	3
9656	3
9664	3
9668	1
9669	1
9681	0
9684	1
9685	3
9690	3
9699	0
9701	0
9702	1
9703	3
9709	3
9711	0
9713	1
9715	3
9719	3
9722	3
9724	0
9728	1
9729	1
9730	1
9735	0
9736	0
9737	0
9741	0
9742	0
9743	1
9745	1
9747	1
9752	0
9760	3
9761	0
9762	0
9763	1
9765	0
9769	3
9772	0
9776	1
9777	3
9779	0
9781	1
9783	0
9787	2
9793	1
9796	0
9797	1
9802	2
9804	2
9806	1
9814	3
9816	1
9818	3
9821	3
9829	0
9833	0
9839	1
9843	0
9844	0
9847	3
9848	3
9851	1
9854	3
9857	2
9863	0
9864	3
9866	3
9872	3
9873	3
9874	3
9875	3
9876	3
9878	3
9881	0
9884	2
9885	1
9891	0
9892	0
9897	0
9900	0
9902	1
9903	1
9906	1
9910	1
9913	1
9915	1
9916	1
9917	1
9924	1
9925	1
9926	1
9931	1
9933	1
9935	2
9936	1
9937	1
9939	1
9942	1
9945	1
9948	1
9952	1
9953	1
9956	1
9959	1
9961	1
9964	1
9966	1
9967	1
9968	1
9969	1
9970	1
9973	1
9977	1
9979	1
9980	1
9983	1
9984	1
9995	1
10000	1
10001	1
10002	1
10003	1
10008	1
10014	1
10017	1
10018	1
10020	1
10022	1
10024	1
10028	1
10030	1
10034	1
10037	1
10039	1
10041	1
10046	1
10049	1
10052	1
10055	1
10057	1
10060	1
10064	1
10065	1
10066	1
10068	1
10069	1
10073	1
10075	1
10078	1
10080	1
10081	1
10082	1
10086	1
10087	1
10088	1
10094	1
10095	1
10096	1
10099	1
10104	1
10105	1
10107	1
10109	1
10110	1
10112	1
10115	1
10118	1
10119	1
10125	1
10126	1
10135	1
10138	3
10142	2
10143	3
10145	1
10151	1
10159	1
10160	1
10161	1
10163	1
10170	1
10172	2
10181	1
10182	1
10183	1
10185	1
10186	1
10190	1
10191	1
10195	1
10201	1
10207	2
10209	1
10211	0
10213	0
10214	0
10216	3
10222	1
10225	2
10229	3
10231	0
10233	0
10236	0
10238	0
10244	0
10254	0
10256	1
10257	0
